TIME_T,Plasticity,ผังสี,Zoning
31/12/1899 23:36:25,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 07:28:59,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 07:36:36,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 16:20:23,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 16:42:03,30-50,สีขาว : อนุรักษ์ชนบทและเกษตร,A
31/12/1899 12:49:49,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 13:27:22,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 14:09:41,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 14:13:43,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:53:33,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 07:45:46,30-50,สถานที่ราชการ,A
31/12/1899 10:50:28,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 09:27:02,30-50,สีขาว : อนุรักษ์ชนบทและเกษตร,A
31/12/1899 09:48:55,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 10:01:25,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 17:12:13,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 18:10:42,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 15:47:08,30-50,สีขาว : อนุรักษ์ชนบทและเกษตร,A
31/12/1899 15:48:22,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 17:06:25,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 11:19:24,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 19:15:50,30-50,สีขาว : อนุรักษ์ชนบทและเกษตร,A
31/12/1899 11:02:44,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 11:49:32,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 11:51:08,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 12:34:00,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 12:36:09,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 18:37:01,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 18:43:37,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 18:58:46,30-50,สีเขียว : ชนบทและเกษตร,A
31/12/1899 19:04:11,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 19:30:42,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 20:13:39,30-50,สีเขียว : ชนบทและเกษตร,A
31/12/1899 22:48:56,30-50,สีน้ำตาลอ่อน : อนุรักษ์วัฒนธรรมไทย,A
31/12/1899 07:17:28,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 11:35:08,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 12:32:35,30-50,สีขาว : อนุรักษ์ชนบทและเกษตร,A
31/12/1899 21:42:38,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 08:08:46,30-50,สีขาว : อนุรักษ์ชนบทและเกษตร,A
31/12/1899 09:37:20,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 10:29:47,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 16:01:07,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 15:20:15,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 16:06:13,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 13:23:05,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 13:52:33,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 15:03:13,30-50,สีขาว : อนุรักษ์ชนบทและเกษตร,A
31/12/1899 15:41:42,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 20:16:11,30-50,สีขาว : อนุรักษ์ชนบทและเกษตร,A
31/12/1899 20:36:23,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 09:34:11,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 15:42:36,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 15:02:09,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 16:44:48,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 17:13:52,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 17:25:03,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 18:10:05,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 19:24:28,30-50,สีขาว : อนุรักษ์ชนบทและเกษตร,A
31/12/1899 22:03:00,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 13:07:46,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 13:54:31,30-50,พื้นที่ทหาร,A
31/12/1899 14:48:54,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 14:57:44,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 15:10:13,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 11:15:14,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 15:35:58,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 15:42:23,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 20:37:57,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 10:43:58,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 20:36:43,30-50,สีเขียว : ชนบทและเกษตร,A
31/12/1899 21:28:24,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 21:37:13,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 22:16:08,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:09:50,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:10:26,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:16:35,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 07:25:31,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 18:26:02,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 20:06:41,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 06:53:50,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 10:15:26,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 18:12:06,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 21:03:52,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 10:54:51,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 11:08:39,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 11:44:24,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 13:12:21,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 09:30:27,30-50,สีน้ำตาลอ่อน : อนุรักษ์วัฒนธรรมไทย,A
31/12/1899 13:15:51,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 03:55:51,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 13:35:22,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 14:56:23,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 12:45:31,30-50,สีเขียว : ชนบทและเกษตร,A
31/12/1899 14:10:25,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 16:37:23,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 17:12:00,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 17:26:02,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 08:13:08,30-50,สีเขียว : ชนบทและเกษตร,A
31/12/1899 11:34:10,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 10:05:35,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 10:35:42,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 10:38:06,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 11:06:12,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 11:19:05,30-50,สีน้ำตาลอ่อน : อนุรักษ์วัฒนธรรมไทย,A
31/12/1899 11:27:34,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 12:09:53,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 13:53:41,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 17:43:55,30-50,สีเขียว : ชนบทและเกษตร,A
31/12/1899 20:28:07,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 21:24:19,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 21:33:44,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 21:41:58,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 22:22:41,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 11:30:43,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 11:51:11,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 12:52:46,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 12:53:41,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 13:11:54,30-50,สีขาว : อนุรักษ์ชนบทและเกษตร,A
31/12/1899 18:44:20,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 18:56:28,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 21:38:40,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 22:23:15,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 14:14:52,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 08:00:18,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 08:57:21,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 09:18:32,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 10:48:55,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 13:02:58,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 13:16:59,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 13:31:41,30-50,สีเขียว : ชนบทและเกษตร,A
31/12/1899 13:34:29,30-50,สีขาว : อนุรักษ์ชนบทและเกษตร,A
31/12/1899 15:45:57,30-50,สีขาว : อนุรักษ์ชนบทและเกษตร,A
31/12/1899 16:46:28,30-50,สีน้ำตาลอ่อน : อนุรักษ์วัฒนธรรมไทย,A
31/12/1899 14:01:26,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 15:15:10,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 11:18:18,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 12:18:01,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 13:02:23,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 00:51:30,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 07:01:00,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 07:24:37,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 07:28:10,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 09:06:34,30-50,สีขาว : อนุรักษ์ชนบทและเกษตร,A
31/12/1899 09:13:00,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 07:28:58,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 07:31:39,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 08:55:15,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 09:42:57,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 09:46:08,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 09:48:06,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 10:11:00,30-50,สีขาว : อนุรักษ์ชนบทและเกษตร,A
31/12/1899 10:15:09,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 11:02:58,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 18:52:18,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 19:05:51,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 20:00:19,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 20:05:01,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 20:41:28,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 22:36:26,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 22:44:36,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 22:45:45,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 16:59:48,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 17:11:12,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 17:33:10,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 17:39:39,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 13:38:45,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 13:50:38,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 13:57:47,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 17:56:22,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 18:04:25,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 19:04:57,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 20:02:59,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 07:27:44,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 21:18:07,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 23:44:16,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 00:03:09,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 11:15:57,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 10:21:14,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 10:24:11,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 10:29:42,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 00:17:12,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 17:53:13,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 18:06:04,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 23:28:13,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 17:25:21,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 18:13:34,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 21:34:30,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 18:21:57,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 18:23:12,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 07:24:34,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 13:08:07,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 18:17:15,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 21:54:46,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 22:06:30,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 15:04:55,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 19:21:56,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 19:46:32,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 22:08:45,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 07:49:52,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 17:10:52,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 20:13:43,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 14:29:06,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 09:03:02,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 12:44:35,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 09:34:38,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 06:30:51,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 11:29:49,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 13:55:41,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 09:45:34,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 11:02:38,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 12:03:02,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 12:19:56,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 20:33:34,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 12:25:35,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 13:46:08,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 18:50:37,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 12:18:05,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 15:55:46,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 16:26:11,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 11:24:00,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 09:13:53,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 08:02:02,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 08:49:39,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 13:26:36,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 11:30:42,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 16:14:41,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 08:05:54,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 14:10:58,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 19:09:46,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 14:05:51,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 10:56:19,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 16:57:59,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:46:47,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 19:33:47,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 20:00:14,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 20:34:33,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 21:22:58,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 22:22:34,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:33:05,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:44:11,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:22:39,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:38:05,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 14:44:14,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 13:52:09,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 13:54:21,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 13:56:11,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 18:16:01,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 14:14:40,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 14:21:49,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 18:20:10,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 20:44:03,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:19:47,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 21:18:14,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 11:35:57,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 19:15:58,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:50:37,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 21:27:23,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 16:43:26,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 14:29:39,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 14:54:32,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 00:33:33,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 09:18:32,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 10:31:21,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 15:34:33,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 18:16:21,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 19:46:15,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 13:16:08,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 11:14:29,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:13:37,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 13:39:07,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 15:24:14,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 21:04:13,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 21:34:09,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 09:38:59,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 12:55:54,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:23:19,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:31:17,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 16:53:54,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 11:52:40,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 02:29:46,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 19:52:26,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 11:13:01,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
